Time (ms),y target (mm),y tip (mm)
43293,-0.1093431,-0.04478713
43318,-0.1093431,-0.04478713
43343,-0.1253148,-0.05450684
43368,-0.1253148,-0.05450684
43393,-0.1391414,-0.06419596
43418,-0.1494182,-0.07110457
43443,-0.1601876,-0.07383639
43468,-0.1601876,-0.07383639
43494,-0.1734396,-0.07435074
43519,-0.1896645,-0.07070029
43544,-0.1896645,-0.07070029
43569,-0.1962752,-0.06873135
43594,-0.2032463,-0.06784639
43619,-0.209433,-0.06878231
43644,-0.2145501,-0.07292057
43669,-0.2172859,-0.0778387
43694,-0.2192453,-0.08499939
43719,-0.2192453,-0.08499939
43744,-0.2205444,-0.09220733
43769,-0.2205504,-0.09825931
43794,-0.2208922,-0.1014835
43819,-0.2208427,-0.1070372
43844,-0.2211339,-0.1120037
43869,-0.2217411,-0.1204984
43894,-0.2217411,-0.1204984
43919,-0.2228065,-0.133411
43944,-0.2228065,-0.133411
43969,-0.2226613,-0.140038
43994,-0.2229759,-0.1416798
44019,-0.2231685,-0.1403232
Time (ms),y target (mm),y tip (mm)
0,-0.1679321,-0.07862438
26,-0.1679321,-0.07862438
51,-0.1683501,-0.0786144
76,-0.1683205,-0.07862908
101,-0.1685791,-0.07900505
126,-0.168686,-0.08018883
151,-0.168686,-0.08018883
176,-0.1687139,-0.08364402
201,-0.1686353,-0.08666249
226,-0.1687469,-0.08850053
251,-0.1689323,-0.09234371
276,-0.1690394,-0.09477313
301,-0.169698,-0.09707075
326,-0.170898,-0.1005766
351,-0.1719831,-0.1043364
376,-0.1736849,-0.1082188
401,-0.1779126,-0.1144667
426,-0.1779126,-0.1144667
451,-0.1804774,-0.1167835
476,-0.185208,-0.1198376
501,-0.1895923,-0.1226701
526,-0.1934384,-0.1258163
551,-0.196508,-0.1286235
576,-0.196508,-0.1286235
601,-0.1992041,-0.1300958
626,-0.2023221,-0.1342787
651,-0.2023221,-0.1342787
676,-0.2033397,-0.1366237
701,-0.2024162,-0.1377774
726,-0.2000484,-0.137616
751,-0.1947631,-0.1370465
776,-0.1873244,-0.1368677
801,-0.1825125,-0.1366785
826,-0.1825125,-0.1366785
851,-0.1713587,-0.137108
876,-0.1588775,-0.1378836
901,-0.1477931,-0.1382069
926,-0.1288274,-0.1384357
951,-0.1288274,-0.1384357
976,-0.1012962,-0.1383076
1001,-0.08412596,-0.1381799
1026,-0.06107982,-0.1378365
1051,-0.06107982,-0.1378365
1076,-0.03883298,-0.1374555
1101,-0.01211885,-0.1361141
1126,-0.01211885,-0.1361141
1151,0.009055868,-0.1342681
1176,0.03299992,-0.1325086
1201,0.03299992,-0.1325086
1226,0.04989108,-0.1297927
1251,0.06529499,-0.1276199
1276,0.0787802,-0.1254654
1301,0.08718239,-0.1239713
1326,0.0971104,-0.1217611
1351,0.1016823,-0.1205509
1376,0.1016823,-0.1205509
1401,0.1102801,-0.1179098
1426,0.1157101,-0.1157208
1451,0.1216559,-0.1125856
1476,0.1305402,-0.1064155
1501,0.1305402,-0.1064155
1526,0.1355293,-0.1024619
1551,0.1376994,-0.09955969
1576,0.1426252,-0.09245314
1601,0.1459988,-0.08500807
1626,0.1459988,-0.08500807
1651,0.1476794,-0.07804886
1676,0.1459558,-0.07194149
1701,0.1378661,-0.06460451
1726,0.1320969,-0.06049154
1751,0.1267605,-0.05518061
1776,0.1267605,-0.05518061
1801,0.1203963,-0.04921282
1826,0.1104493,-0.04096223
1851,0.1049707,-0.03726673
1877,0.09190033,-0.03068295
1901,0.09190033,-0.03068295
1926,0.05761112,-0.04025768
1951,0.05614763,-0.01768111
1976,0.04257569,-0.01570322
2001,0.02940045,-0.0143243
2026,0.02940045,-0.0143243
2051,0.05931555,0.03362658
2076,0.05634913,0.04952855
2101,-0.01931388,-0.00930111
2126,-0.01931388,-0.00930111
2151,0.02748105,0.05466551
2176,0.005411081,0.03974818
2201,0.01943886,0.06173453
2226,0.002035804,0.04954261
2251,-0.003355265,0.05052329
2276,-0.02380001,0.03617596
2301,-0.02380001,0.03617596
2326,-0.09169227,-0.02173149
2351,-0.1032994,-0.02093832
2376,-0.08079854,0.009752836
2401,-0.1208301,-0.01882125
2426,-0.1208301,-0.01882125
2451,-0.1300055,-0.0188859
2476,-0.139733,-0.0205061
2501,-0.1485699,-0.0217232
2526,-0.1485699,-0.0217232
2551,-0.156664,-0.02506134
2576,-0.1611112,-0.02873072
2601,-0.1664368,-0.03277193
2626,-0.1740848,-0.03793667
2651,-0.1740848,-0.03793667
2676,-0.1801615,-0.04416785
2701,-0.1852225,-0.04845956
2726,-0.1892618,-0.05121453
2751,-0.1938973,-0.05501696
2776,-0.195809,-0.05711771
2801,-0.1991771,-0.06211851
2826,-0.201368,-0.06717511
2851,-0.201368,-0.06717511
2876,-0.2025811,-0.07135962
2901,-0.2034246,-0.07736865
2926,-0.2034246,-0.07736865
2951,-0.2034569,-0.08341188
2976,-0.2023999,-0.08950201
3001,-0.2015947,-0.09305803
3026,-0.1993575,-0.09958
3051,-0.1967756,-0.1046072
3076,-0.1924507,-0.1103643
3101,-0.1883752,-0.1154202
3126,-0.1883752,-0.1154202
3151,0.01756787,0.07501684
3176,-0.172286,-0.1239235
3201,-0.1621867,-0.1290426
3226,-0.156582,-0.1316091
3251,0.0324557,0.0417451
3276,0.0324557,0.0417451
3301,0.005727738,0.0001228303
3326,-0.1151672,-0.1360129
3351,-0.1057345,-0.1349345
3376,-0.1057345,-0.1349345
3401,0.07029563,0.0282757
3426,0.04271143,-0.01615302
3451,-0.06742617,-0.1351041
3476,0.05809969,-0.02004804
3501,-0.04545535,-0.1351733
3526,-0.03481843,-0.1340619
3551,-0.02105031,-0.1335225
3576,-0.01154085,-0.1335652
3601,0.0002852045,-0.1340691
3626,0.0002852045,-0.1340691
3651,0.01210643,-0.1334159
3676,0.02062659,-0.1318684
3701,0.02805438,-0.1293591
3726,0.03821963,-0.1259792
3751,0.04701179,-0.1227371
3776,0.05762635,-0.1193956
3801,0.05762635,-0.1193956
3826,0.06719138,-0.1176017
3851,0.07454187,-0.1166489
3876,0.08292443,-0.1147356
3901,0.09142292,-0.1116405
3926,0.09142292,-0.1116405
3951,0.09768489,-0.1086108
3976,0.1059711,-0.1038816
4001,0.1133613,-0.09974391
4026,0.1164842,-0.09778512
4051,0.1241058,-0.09347706
4076,0.128343,-0.09073704
4101,0.128343,-0.09073704
4126,0.1314748,-0.08795422
4151,0.1347038,-0.08461399
4176,0.1406845,-0.07911431
4201,0.1427856,-0.07545082
4226,0.1427856,-0.07545082
4251,0.1449405,-0.07020282
4276,0.1471751,-0.06480884
4301,0.146845,-0.0596097
4326,0.1454323,-0.05383771
4351,0.1454323,-0.05383771
4376,0.1428596,-0.04629757
4401,0.1395544,-0.03803326
4426,0.1367817,-0.03083689
4451,0.1355734,-0.02733251
4476,0.1320197,-0.0207843
4501,0.1320197,-0.0207843
4526,0.1267287,-0.01459458
4551,0.1224748,-0.008159808
4576,0.1172735,-0.003437813
4601,0.1117464,-0.002197783
4626,0.1117464,-0.002197783
4651,0.09982982,-0.00415628
4676,0.07999898,-0.01529959
4701,0.08022651,-0.004676723
4726,0.07235267,-0.000887407
4751,0.07235267,-0.000887407
4776,0.05412478,-0.003846803
4801,0.0429538,-0.0040725
4826,0.03577466,-0.00488055
4851,0.03223956,0.007258253
4876,0.03223956,0.007258253
4901,0.04380911,0.02926567
4926,0.02399115,0.01772568
4951,0.02087373,0.02195836
4978,0.01702963,0.02711749
5003,0.01702963,0.02711749
5028,0.05381113,0.07649703
5053,0.003549092,0.03036615
5078,-0.05734869,-0.02389272
5103,-0.05166178,-0.01264651
5128,-0.01729637,0.03349568
5153,-0.01729637,0.03349568
5178,-0.07816622,-0.01650534
5203,-0.09157667,-0.02091441
5228,-0.09829734,-0.02186131
5253,-0.106496,-0.02293239
5278,-0.106496,-0.02293239
5303,-0.1142794,-0.02214931
5328,-0.120344,-0.02093114
5353,-0.1285479,-0.0211037
5378,-0.1345755,-0.02310823
5403,-0.1345755,-0.02310823
5428,-0.1424823,-0.03077375
5453,-0.1469876,-0.03541646
5478,-0.1545918,-0.04242282
5503,-0.1585799,-0.04554294
5528,-0.1624817,-0.04799753
5553,-0.1624817,-0.04799753
5578,-0.1666437,-0.05143352
5603,-0.1694641,-0.05608731
5628,-0.1731995,-0.06317892
5654,-0.1752465,-0.06999128
5678,-0.1773887,-0.07640212
5703,-0.1802527,-0.08199336
5728,-0.1822203,-0.08504566
5753,-0.1852171,-0.09017204
5778,-0.1876129,-0.09361347
5803,-0.1876129,-0.09361347
5829,-0.1911608,-0.09907676
5853,-0.1945474,-0.1057928
5879,-0.1976732,-0.1138654
5903,-0.1995202,-0.1184257
5928,-0.2009149,-0.1222723
5953,-0.2009149,-0.1222723
5978,-0.2013907,-0.1253305
6005,-0.2023685,-0.1290624
6032,-0.2023685,-0.1290624
6056,-0.2015319,-0.1325473
6081,-0.1991001,-0.1354358
6106,-0.197043,-0.1364275
6133,-0.1934431,-0.1365147
6158,-0.1874681,-0.135705
6183,-0.1819367,-0.1352795
6208,-0.1819367,-0.1352795
6233,-0.1727189,-0.1351616
6258,-0.1630089,-0.1354682
6283,-0.1630089,-0.1354682
6309,-0.02632913,-0.01351206
6333,-0.02632913,-0.01351206
6358,-0.007660344,-0.01087645
6383,-0.1206455,-0.1360386
6408,0.02803642,0.0007179976
6433,0.02803642,0.0007179976
6458,0.03618255,-0.005364344
6483,-0.08192394,-0.1362837
6508,-0.06888135,-0.1355435
6533,-0.0563306,-0.1342056
6558,-0.0563306,-0.1342056
6583,-0.04690704,-0.1327905
6608,-0.03341091,-0.1309249
6633,-0.02030373,-0.1298884
6658,-0.01065561,-0.1293147
6683,-0.01065561,-0.1293147
6708,0.004294144,-0.128968
6733,0.01272459,-0.1272698
6758,0.02358547,-0.1240731
6783,0.03099129,-0.1210362
6808,0.03099129,-0.1210362
6833,0.03998581,-0.1173562
6858,0.04882854,-0.1144172
6883,0.05488688,-0.1126038
6908,0.05983719,-0.1110589
6933,0.06665134,-0.1092552
6958,0.07186874,-0.1077629
6983,0.07868664,-0.1045457
7008,0.07868664,-0.1045457
7033,0.08490384,-0.1007916
7058,0.09197158,-0.09643266
7083,0.09197158,-0.09643266
7108,0.09916805,-0.0914781
7133,0.1057781,-0.08589868
7158,0.1106156,-0.08115023
7183,0.1166491,-0.07438151
7208,0.12103,-0.06935932
7233,0.12103,-0.06935932
7258,0.1272865,-0.06286654
7283,0.1332563,-0.05680072
7308,0.1389355,-0.05024185
7333,0.1434596,-0.04701525
7358,0.1469601,-0.0440273
7383,0.1497001,-0.04164084
7408,0.1528193,-0.03852509
7433,0.155074,-0.03457377
7459,0.155074,-0.03457377
7484,0.153912,-0.02770116
7509,0.1498573,-0.02221059
7534,0.1431524,-0.01786724
7559,0.1431524,-0.01786724
7584,0.1374782,-0.01387838
7609,0.1285885,-0.008172655
7634,0.1195225,-0.00359163
7659,0.09035862,-0.02276897
7684,0.09035862,-0.02276897
7709,0.1002167,-0.004695226
7734,0.09595408,-0.006209455
7759,0.06764778,-0.02928231
7784,0.06764778,-0.02928231
7809,0.05208063,-0.03007048
7834,0.0525925,-0.02472128
7859,0.06308592,-0.004933037
7884,0.05361204,-0.005415677
7909,0.03826864,-0.006597044
7934,0.03826864,-0.006597044
7959,0.01978973,-0.007096476
7984,0.01978973,-0.007096476
8009,0.00659582,-0.006234426
8034,0.02675029,0.03194371
8059,0.02675029,0.03194371
8084,0.02264129,0.0368638
8109,-0.03146958,-0.01063113
8134,-0.03681765,-0.004704483
8159,-0.05805913,-0.01634661
8184,-0.06621727,-0.0108024
8209,-0.07677222,-0.0092467
8234,-0.07677222,-0.0092467
8259,-0.08404512,-0.008521369
8284,-0.09358284,-0.00860233
8309,-0.09867328,-0.009782612
8334,-0.1055594,-0.01421031
8359,-0.1101883,-0.0178593
8384,-0.1101883,-0.0178593
8409,-0.1147854,-0.02132854
8434,-0.118925,-0.02487017
8459,-0.1239137,-0.02951289
8484,-0.1275437,-0.03245411
8509,-0.1275437,-0.03245411
8534,-0.1334181,-0.03891596
8559,-0.139491,-0.04648332
8584,-0.1424941,-0.04935474
8609,-0.1459618,-0.0535766
8634,-0.150102,-0.05989498
8659,-0.156184,-0.06712882
8684,-0.156184,-0.06712882
8709,-0.1616026,-0.07512146
8734,-0.1649913,-0.08030316
8759,-0.1700507,-0.08620198
8784,-0.1700507,-0.08620198
8809,-0.1752635,-0.09294811
8834,-0.1788069,-0.09574685
8859,-0.1817144,-0.09981188
8884,-0.185252,-0.1056343
8909,-0.185252,-0.1056343
8934,-0.1880714,-0.1144446
8959,-0.1886393,-0.1199264
8984,-0.1886393,-0.1199264
9010,-0.003159523,0.05938213
9034,-0.003159523,0.05938213
9059,-0.02685715,0.02463183
9084,-0.1810656,-0.1323954
9109,-0.01613261,0.02209021
9134,-0.01613261,0.02209021
9159,-0.00292182,0.02902035
9184,-0.01963198,0.005992919
9209,-0.006529808,0.01241809
9234,-0.006529808,0.01241809
9259,0.01737332,0.02829096
9284,0.02350909,0.02542834
9309,0.02350909,0.02542834
9334,0.004503518,-0.005354509
9359,-0.02688275,-0.04460477
9384,-0.02688275,-0.04460477
9409,0.03397646,0.002376944
9434,-0.08467975,-0.1237864
9459,-0.02528133,-0.07525127
9484,-0.02528133,-0.07525127
9509,0.06903492,0.008891791
9534,-0.04665281,-0.1218396
9559,-0.04665281,-0.1218396
9584,-0.03278988,-0.1236727
9609,-0.02400366,-0.1243927
9634,-0.01326452,-0.1240422
9659,-0.005376689,-0.1241008
9684,0.002414629,-0.1248295
9709,0.002414629,-0.1248295
9734,0.01207614,-0.1228406
9759,0.01834728,-0.1203161
9784,0.02707116,-0.1144679
9809,0.03121225,-0.1105045
9834,0.03472778,-0.1053598
9859,0.03883845,-0.1021977
9884,0.03883845,-0.1021977
9909,0.04259735,-0.09987549
9934,0.04672703,-0.0975209
9959,0.0488506,-0.09680899
9984,0.05632994,-0.09462468
10009,0.06245484,-0.0919399
10034,0.06245484,-0.0919399
10059,0.06850506,-0.08790118
10084,0.07360742,-0.08421981
10109,0.0790403,-0.08025475
10134,0.08549617,-0.07524153
10159,0.09257588,-0.07123687
10184,0.09257588,-0.07123687
10209,0.1008,-0.06775245
10234,0.107533,-0.06375629
10259,0.1125753,-0.05957767
10284,0.1194223,-0.05202759
10309,0.1242534,-0.04530061
10334,0.1242534,-0.04530061
10363,0.1300971,-0.03639194
10387,0.1300971,-0.03639194
10412,0.1355418,-0.02949426
10437,0.1421246,-0.02201495
10462,0.1448104,-0.01721477
10487,0.1457018,-0.01278329
10512,0.1457018,-0.01278329
10537,0.1438892,-0.00853724
10564,0.1398158,-0.0063035
10588,0.1398158,-0.0063035
10613,0.1265385,-0.005499454
10638,0.1186187,-0.005432638
10663,0.1119248,-0.005409511
10688,0.1119248,-0.005409511
10713,0.1025565,-0.005637371
10738,0.09363988,-0.005344805
10763,0.0770805,-0.01411769
10788,0.0770805,-0.01411769
10813,0.05024874,-0.03035545
10838,0.06219342,-0.0103491
10863,0.06658395,0.001303166
10888,0.03022531,-0.02874101
10913,0.08992742,0.03751244
10938,0.03449652,-0.007109812
10964,0.03449652,-0.007109812
10989,0.02659235,-0.008385827
11013,0.06030573,0.0264861
11440,-0.07487144,-0.02289345
11465,-0.07487144,-0.02289345
11490,-0.06823566,-0.01218979
11515,-0.07011909,-0.009674862
11540,-0.09297971,-0.02427786
11565,-0.09297971,-0.02427786
11590,-0.09905924,-0.02648249
11615,-0.04818972,0.02602224
11640,-0.04818972,0.02602224
11665,-0.1119361,-0.0369506
11690,-0.1200272,-0.04253029
11715,-0.1200272,-0.04253029
11740,-0.1266222,-0.04355321
11765,-0.1316363,-0.04257521
11791,-0.1397624,-0.0394934
11815,-0.1397624,-0.0394934
11840,-0.1525331,-0.04619642
11865,-0.1525331,-0.04619642
11891,-0.1597594,-0.0535195
11915,-0.1647424,-0.05878507
11940,-0.1715302,-0.06379545
11965,-0.1790386,-0.06664235
11991,-0.1790386,-0.06664235
12015,-0.188877,-0.07309704
12040,-0.188877,-0.07309704
12065,-0.195227,-0.07937028
12090,-0.1987655,-0.08518369
12115,-0.2042737,-0.09319581
12140,-0.2086267,-0.09811161
12165,-0.2086267,-0.09811161
12191,-0.2126423,-0.1039412
12215,-0.2166636,-0.1085999
12240,-0.2201097,-0.1135972
12265,-0.2221356,-0.1186614
12290,-0.2245409,-0.1233805
12315,-0.2245409,-0.1233805
12340,-0.2259532,-0.1279344
12365,-0.22791,-0.1337771
12390,-0.22791,-0.1337771
12415,-0.2289365,-0.1364606
12440,-0.2290708,-0.1366576
12465,-0.2287522,-0.1356247
12490,-0.2262408,-0.1344448
12515,-0.2262408,-0.1344448
12541,-0.2212118,-0.1341807
12565,-0.214022,-0.1350541
12590,-0.2035687,-0.1358815
12615,-0.2035687,-0.1358815
12640,-0.1908642,-0.1363463
12665,-0.1719177,-0.1360159
12690,-0.1719177,-0.1360159
12715,-0.156851,-0.1356865
12740,-0.1403426,-0.1357043
12765,-0.1271268,-0.135958
12790,0.02005734,-0.002933145
12815,0.03399752,0.001509413
12840,0.04113419,-0.00332725
12865,0.04113419,-0.00332725
12890,-0.07899854,-0.1324403
12915,-0.06743473,-0.1284181
12941,-0.05436552,-0.1252832
12965,-0.05436552,-0.1252832
12990,-0.04739949,-0.1239712
13015,-0.04017796,-0.1230837
13040,-0.03142093,-0.1221588
13066,-0.02506456,-0.1210578
13090,-0.01495623,-0.1181327
13115,-0.01495623,-0.1181327
13140,-0.009807752,-0.1155054
13165,-0.002049951,-0.1107037
13190,0.005577143,-0.1058137
13215,0.01085988,-0.1024132
13240,0.01706812,-0.09957062
13265,0.01706812,-0.09957062
13291,0.02563172,-0.09603807
13315,0.03428892,-0.09254521
13340,0.04132757,-0.08968447
13365,0.04970579,-0.08557493
13390,0.05618684,-0.08187254
13415,0.05618684,-0.08187254
13440,0.06552152,-0.07856983
13466,0.07305977,-0.07771921
13490,0.07790601,-0.07794039
13515,0.08566961,-0.07891951
13540,0.09197305,-0.0781292
13565,0.09197305,-0.0781292
13590,0.09880918,-0.07344889
13615,0.104724,-0.06526308
13640,0.1093206,-0.05744716
13667,0.1125563,-0.05056214
13691,0.1125563,-0.05056214
13716,0.116242,-0.04201396
13741,0.1171922,-0.0394801
13766,0.1169406,-0.03779858
13791,0.1152849,-0.03490917
13816,0.1123002,-0.03085329
13842,0.1045745,-0.02049435
13866,0.1045745,-0.02049435
13895,0.1025629,-0.0139627
13919,0.09711465,-0.007014725
13944,0.08954418,-0.005499657
13970,0.08229743,-0.005184023
13995,0.04673192,-0.02972261
14019,0.04673192,-0.02972261
14045,0.0228267,-0.03921495
14070,0.04364436,-0.005789022
14095,0.02906304,-0.005493898
14120,0.02906304,-0.005493898
14144,0.03050007,0.01293842
14169,0.02718136,0.02642173
14194,0.03643661,0.04925741
14219,0.001256756,0.02335836
14244,-0.00847875,0.02250593
14270,-0.0008381791,0.0377853
14295,-0.0008381791,0.0377853
14320,-0.01353233,0.03185162
14345,-0.06470893,-0.006723225
14369,-0.07463107,-0.007588355
14395,-0.08366662,-0.01024832
14420,-0.08366662,-0.01024832
14445,-0.0943174,-0.0167302
14470,-0.0943174,-0.0167302
14495,-0.1031076,-0.02083548
14520,-0.1078556,-0.02340925
14545,-0.1078556,-0.02340925
14570,-0.1173836,-0.02895969
14595,-0.121956,-0.03189861
14619,-0.12759,-0.03634736
14644,-0.1325272,-0.04062852
14669,-0.1325272,-0.04062852
14695,-0.1405976,-0.0460049
14720,-0.145164,-0.04946757
14745,-0.1497637,-0.05284851
14770,-0.1543372,-0.05642577
14794,-0.1592727,-0.05992139
14820,-0.1678102,-0.06655495
14845,-0.1716534,-0.0695295
14870,-0.1716534,-0.0695295
14894,-0.1801862,-0.07779443
14919,-0.1846855,-0.08307094
14944,-0.1927446,-0.09157191
14970,-0.1956389,-0.09474396
14996,-0.2007364,-0.09910687
15021,-0.203983,-0.1039
15045,-0.203983,-0.1039
15071,-0.2076075,-0.1078964
15096,-0.2101457,-0.1150465
15121,-0.2101457,-0.1150465
15146,-0.211168,-0.1220542
15171,-0.2111808,-0.1258581
15196,-0.2093811,-0.130098
15221,-0.207674,-0.131842
15246,-0.2036445,-0.1348675
15271,-0.2036445,-0.1348675
15296,-0.198803,-0.1365418
15320,-0.1894986,-0.1367492
15346,-0.1894986,-0.1367492
15370,-0.181447,-0.1358158
15396,-0.1706769,-0.1353509
15421,-0.1581294,-0.1354468
15446,-0.1496966,-0.1358699
15471,-0.1496966,-0.1358699
15496,-0.1378532,-0.1364899
15521,-0.1214858,-0.1365834
15546,-0.1214858,-0.1365834
15571,-0.1132862,-0.1364403
15596,-0.0004757047,-0.03518348
15621,-0.08877463,-0.1341141
15646,-0.08061507,-0.1309159
15671,-0.07285379,-0.1269877
15696,-0.06436592,-0.1238987
15721,0.01583463,-0.04864683
15746,0.01583463,-0.04864683
15771,-0.04459594,-0.1191442
15796,-0.03434281,-0.1189886
15821,-0.02673851,-0.1185598
15846,-0.01665579,-0.1160963
15871,-0.01665579,-0.1160963
15896,-0.0009636823,-0.1101664
15921,0.006326908,-0.105778
15946,0.006326908,-0.105778
15971,0.01982616,-0.1004038
15996,0.02974888,-0.09467711
16021,0.0368987,-0.09021977
16046,0.0368987,-0.09021977
16071,0.04684149,-0.08331004
16096,0.05355041,-0.07875229
16121,0.06131976,-0.0739065
16146,0.06735214,-0.07060755
16171,0.072979,-0.06758939
16196,0.08015044,-0.06417348
16221,0.08730747,-0.06025528
16246,0.09082671,-0.05782311
16271,0.09082671,-0.05782311
16296,0.09750903,-0.05269329
16323,0.1041222,-0.04851151
16348,0.1084645,-0.04572019
16373,0.1122615,-0.0421595
16398,0.1122615,-0.0421595
16423,0.1213388,-0.02636367
16448,0.1213388,-0.02636367
16473,0.1224965,-0.01543869
16498,0.1215736,-0.005511677
16523,0.1180042,-0.00165821
16548,0.1180042,-0.00165821
16573,0.1109647,-0.004232415
16598,0.1016699,-0.009028345
16623,0.1016699,-0.009028345
16648,0.09326296,-0.01043237
16673,0.08593033,-0.009087084
16698,0.0701509,-0.005815743
16723,0.0701509,-0.005815743
16748,0.05577544,-0.005550967
16773,0.04097616,-0.007060545
16798,0.04097616,-0.007060545
16823,0.02251319,-0.008305089
16848,0.02251319,-0.008305089
16873,0.005530642,-0.006553653
16898,-0.004353535,-0.00627431
16923,-0.01519393,-0.00661576
16948,-0.01519393,-0.00661576
16973,-0.02309659,-0.006948509
16998,-0.04013454,-0.01240119
17023,-0.04879088,-0.01969668
17048,-0.04879088,-0.01969668
17073,-0.05458087,-0.02589391
17098,-0.06332226,-0.03347633
17123,-0.07018854,-0.0386509
17148,-0.07691468,-0.04475528
17173,-0.08216386,-0.04923962
17198,-0.08719356,-0.05356559
17223,-0.09233305,-0.05828531
17248,-0.09233305,-0.05828531
17273,-0.1029556,-0.06672627
17298,-0.1073757,-0.06956609
17323,-0.1073757,-0.06956609
17348,-0.1147807,-0.07148541
17373,-0.1225168,-0.07067966
17398,-0.1298003,-0.06832699
17423,-0.1298003,-0.06832699
17448,-0.139716,-0.06690679
17473,-0.145966,-0.06748452
17498,-0.1534638,-0.0689631
17523,-0.1585987,-0.07023986
17548,-0.1585987,-0.07023986
17573,-0.1642958,-0.07099508
17598,-0.1709529,-0.07079569
17623,-0.1761477,-0.06988638
17648,-0.1816212,-0.07133354
17673,-0.1816212,-0.07133354
17698,-0.1880241,-0.07452584
17723,-0.1923111,-0.07845622
17748,-0.1963876,-0.08500926
17773,-0.2011838,-0.09214023
17798,-0.2040287,-0.0974305
17823,-0.2054715,-0.1008644
17848,-0.2054715,-0.1008644
17873,-0.2096281,-0.1126808
17898,-0.2103298,-0.1191511
17923,-0.2097537,-0.1248595
17948,-0.2075466,-0.133358
17973,-0.2075466,-0.133358
17998,-0.203839,-0.1380486
18023,-0.203839,-0.1380486
18048,-0.1877428,-0.1389974
18073,-0.178468,-0.1367556
18098,-0.1682736,-0.134672
18123,-0.1543847,-0.1340558
18148,-0.1389257,-0.135595
18173,-0.1389257,-0.135595
18198,-0.1268574,-0.1371223
18223,-0.1156434,-0.1378484
18248,-0.1013791,-0.1368476
18273,-0.08655213,-0.1329671
18298,-0.07364639,-0.1285347
18323,-0.07364639,-0.1285347
18348,-0.06379691,-0.1239715
18373,-0.05364139,-0.1198452
18398,-0.04426986,-0.1168984
18423,-0.03487936,-0.1144681
18448,-0.02285622,-0.1113337
18473,-0.01163266,-0.1063801
18498,-0.00234767,-0.100841
18523,-0.00234767,-0.100841
18548,0.01315507,-0.08731138
18573,0.02248022,-0.0786536
18598,0.03430056,-0.07013457
18623,0.04042072,-0.06741057
18648,0.05339178,-0.06650193
18673,0.05339178,-0.06650193
18698,0.06589898,-0.06831554
18723,0.08489025,-0.06929541
18748,0.08489025,-0.06929541
18773,0.09366446,-0.06614696
18798,0.1034267,-0.05936566
18823,0.1110467,-0.0525713
18849,0.1186147,-0.04693499
18874,0.1269069,-0.04300646
18899,0.1336693,-0.04347413
18924,0.1336693,-0.04347413
18949,0.1462128,-0.04607352
18974,0.1520751,-0.04453662
18999,0.1583823,-0.03549688
19024,0.1583823,-0.03549688
19049,0.1633815,-0.01358099
19074,0.1633815,-0.01358099
19099,0.1624511,-0.001714852
19124,0.1566569,0.0009966213
19149,0.1485748,-0.002123358
19174,0.1332952,-0.01001983
19199,0.1332952,-0.01001983
19224,0.1251052,-0.01124816
19249,0.1118187,-0.008884338
19274,0.1118187,-0.008884338
19299,0.09379391,-0.004524454
19324,0.08003858,-0.004263357
19349,0.0646824,-0.006291766
19374,0.05198359,-0.007715419
19399,0.05198359,-0.007715419
19424,0.03865341,-0.008083151
19449,0.02966753,-0.007336883
19474,0.009922314,-0.00582964
19499,0.009922314,-0.00582964
19524,-0.003746666,-0.005751079
19549,-0.01275033,-0.006396552
19574,-0.02661907,-0.007756948
19599,-0.03943236,-0.0118176
19624,-0.04760012,-0.01729116
19649,-0.04760012,-0.01729116
19674,-0.06424995,-0.0288478
19699,-0.07499566,-0.03719977
19724,-0.07499566,-0.03719977
19749,-0.08648055,-0.04337232
19774,-0.09744814,-0.04822154
19799,-0.106754,-0.05372793
19824,-0.1170358,-0.05967604
19849,-0.1170358,-0.05967604
19874,-0.1244937,-0.06390415
19899,-0.1407119,-0.07072175
19924,-0.1407119,-0.07072175
19949,-0.1513764,-0.07199705
19974,-0.1513764,-0.07199705
19999,-0.1627243,-0.07070047
20024,-0.1788359,-0.06803858
20049,-0.1788359,-0.06803858
20074,-0.1892215,-0.06770694
20099,-0.1997464,-0.06892994
20124,-0.2066155,-0.07180412
20149,-0.2066155,-0.07180412
20174,-0.2153223,-0.0762772
20199,-0.2247605,-0.08328595
20224,-0.2247605,-0.08328595
20249,-0.2303125,-0.08905177
20274,-0.2358302,-0.09487379
20299,-0.2420666,-0.101962
20324,-0.2420666,-0.101962
20349,-0.2451136,-0.1080822
20374,-0.2469655,-0.1204262
20399,-0.2469655,-0.1204262
20424,-0.2467547,-0.129003
20449,-0.2429831,-0.1385058
20474,-0.2429831,-0.1385058
20499,-0.2374248,-0.1412044
20524,-0.2328428,-0.1395158
20549,-0.2262643,-0.1369019
20574,-0.2120467,-0.1338773
20599,-0.2015224,-0.1341209
20624,-0.2015224,-0.1341209
20649,-0.1892482,-0.1356772
20674,-0.1682405,-0.1381806
20699,-0.1682405,-0.1381806
20724,-0.1514746,-0.1386912
20749,-0.1336141,-0.1379165
20774,-0.1197821,-0.1371144
20799,-0.1063294,-0.1365351
20824,-0.09203295,-0.1360597
20849,-0.07043418,-0.1346941
20874,-0.05465006,-0.1325903
20899,-0.05465006,-0.1325903
20924,-0.03581498,-0.1285947
20949,-0.01727189,-0.1242703
